child_id,spacing_std,baseline_std,local_baseline_drift,avg_slant,avg_size_variation,curve_smoothness,loop_roundness,stroke_continuity,stroke_thickness_consistency,density_distribution,contrast_score,blur_score,ink_density,text_visibility_score,word_detection_ratio,spacing_score,alignment_score,slant_score,size_score,curve_score,loop_score,continuity_score,thickness_score,density_score,contrast_quality_score,blur_quality_score,ink_density_score,text_visibility_quality_score,word_detection_score,overall_score,label,teacher_spacing_rating,teacher_alignment_rating,teacher_size_rating,teacher_slant_rating,teacher_curve_rating,teacher_loop_rating,teacher_stroke_continuity_rating,teacher_legibility_rating,teacher_overall_rating,teacher_overall_label,teacher_vs_system_score_difference
279,0.784214,0.563651,78.466197,7.140828,1.709691,0.112974,0.237941,0.634177,0.777489,1023.769936,16.873714,5.55836,6.595638,28.886137,53.194,1.033138,1.094461,4.991427,1.055366,0.986669,0.988332,2.966125,0.958531,0.978567,0.988104,0.938838,4.939237,0.952502,5,1.14029,Poor,1,1,2,3,2,2,2,1,1,Poor,-0.14
280,0.986997,0.50507,71.340122,6.791696,1.462853,0.123231,0.283526,0.602339,0.739759,957.883128,18.462132,10.984089,4.796486,25.109961,24.185,0.978258,0.961435,5,0.98804,1.018796,1.022615,2.973177,1.036717,0.997232,0.945598,1.0402,4.981131,0.998219,5,0.846127,Poor,1,2,1,2,1,1,2,1,1,Poor,0.154
281,0.964651,0.587438,84.614435,6.893566,1.93769,0.127441,0.246683,0.560346,0.734713,1298.366187,21.766359,5.983396,6.573209,30.456813,33.42,0.965361,1.027487,5,1.05284,1.031008,1.009787,2.570662,0.955744,0.984648,0.970997,1.019052,5,1.02089,5,1.21075,Poor,1,1,1,3,1,2,1,2,1,Poor,-0.211
282,0.815297,0.60798,51.340678,7.35302,1.546394,0.130207,0.254067,0.577974,0.76282,904.147376,17.809559,5.824751,6.609867,28.7899,27.839,1.016692,0.967589,4.975677,1.010911,1.00282,0.983625,2.929671,0.97745,0.997247,1.017185,0.986344,5,0.985357,4.956681,1.204691,Poor,2,1,1,3,1,1,1,1,1,Poor,-0.205
283,0.755844,0.583217,255.179571,4.93465,3.176219,0.094086,0.232452,0.668799,0.721393,580.399945,11.853444,4.855976,5.304555,22.985136,43.77,1.008594,0.948191,4.990537,0.94791,1.026979,1.04945,2.943978,0.947567,1.036208,1.048399,1.095423,5,1.00603,5,1.145043,Poor,2,1,1,2,1,1,2,2,1,Poor,-0.145
284,0.77253,0.511685,56.595828,9.791056,2.596635,0.130642,0.244079,0.607815,0.710299,677.313917,13.145465,5.6555,2.975489,16.068522,22.563,0.928124,0.969576,4.934551,0.995852,1.045839,1.031199,2.991431,1.471951,1.59146,1.068271,0.992359,3.981786,0.941203,4.954378,0.378631,Poor,2,1,1,2,1,1,1,1,1,Poor,0.621
285,1.144489,0.572754,86.868337,5.293582,1.602255,0.144341,0.252818,0.470866,0.748827,1345.775923,14.403541,5.065452,5.658337,24.471163,30.456,0.909709,0.977675,4.992788,0.979494,0.960257,0.96466,2.002821,1.059482,0.944063,0.98895,1.039082,5,0.99625,4.981971,0.966269,Poor,2,1,2,3,1,1,2,1,1,Poor,0.034
286,0.868493,0.609614,44.131574,7.794865,1.074166,0.118053,0.252601,0.594911,0.769757,1100.651245,15.640598,5.47609,6.279768,26.494079,23.346,1.073734,1.040381,5,1.040226,0.999285,0.906088,3.002725,1.088716,0.978484,1.003902,0.996183,4.982653,0.992107,5,1.350086,Poor,1,2,2,2,1,2,2,2,1,Poor,-0.35
287,0.960877,0.56943,61.888176,8.610417,1.122751,0.124251,0.241334,0.564349,0.774222,1099.579431,14.375472,5.733593,4.608376,22.285947,39.14,1.022389,0.957384,5,1.030846,1.008773,1.020198,2.381207,1.027031,0.998015,1.029248,1.002343,4.900752,0.979454,5,1.024722,Poor,1,1,2,2,1,1,2,1,1,Poor,-0.025
288,0.95807,0.591942,92.645038,6.292063,1.752936,0.120057,0.269814,0.529826,0.734589,1242.150089,18.075374,12.189663,7.954482,34.489846,63.512,0.997289,0.973724,4.915644,1.003324,0.928089,1.030992,2.389405,0.97718,0.951234,1.011364,0.952497,4.962684,1.54366,5,1.286614,Poor,1,2,2,3,1,1,2,2,1,Poor,-0.287
289,0.744326,0.557498,159.771503,8.548951,3.695069,0.123397,0.248976,0.662028,0.750279,586.235264,13.519593,5.585864,2.379565,14.078254,57.897,0.997,1.007838,4.999913,1.003107,1.003121,1.015262,2.944898,1.539644,1.497365,0.996393,1.092103,3.416832,0.967598,5,1.133764,Poor,1,1,1,3,1,1,2,2,1,Poor,-0.134
290,0.754502,0.502943,103.260503,7.708139,2.328984,0.107254,0.220812,0.681287,0.801173,526.68419,20.688532,5.730387,5.773144,28.115727,86.896,0.989883,1.004302,4.889243,0.937972,1.014684,0.965292,3.017925,1.005664,1.044084,1.014514,1.021393,5,0.951892,5,0.494445,Poor,2,2,1,4,1,1,1,2,2,Below Average,1.506
291,0.912448,0.568481,87.046533,5.541997,1.290535,0.135742,0.292924,0.510271,0.706521,1216.029159,14.716677,12.406928,8.634243,33.88323,65.214,0.995938,0.96518,4.95119,0.965504,0.985437,1.030616,2.036527,1.457867,1.006119,1.03326,1.090373,5,1.652291,4.939574,0.781469,Poor,2,1,2,2,1,1,2,2,2,Below Average,1.219
292,0.95786,0.566879,84.533583,7.720937,1.550981,0.128341,0.242301,0.542908,0.739343,1345.16727,16.955426,5.437858,5.592402,24.85803,46.482,0.959946,0.979911,4.99244,1.00121,1.026944,0.94536,2.286291,1.010098,0.985561,0.995865,0.974327,4.993072,1.05946,4.935069,1.177398,Poor,2,1,1,4,1,2,2,2,1,Poor,-0.177
293,0.795341,0.59272,62.462671,8.645908,2.611011,0.1307,0.253169,0.652884,0.734599,924.185263,13.280402,5.598772,4.461118,20.999775,26.187,1.00625,0.961347,4.963099,0.99208,0.996518,1.047844,2.981776,1.506494,1.550911,0.994725,1.047388,3.912686,0.971561,5,0.918029,Poor,1,2,1,3,1,1,1,2,1,Poor,0.082
294,0.918997,0.547516,45.898765,7.173293,1.077725,0.12265,0.271673,0.576355,0.699752,808.292669,16.530151,7.379195,6.57356,28.18129,28.279,1.001434,1.006793,4.976606,0.991413,0.954498,1.043336,2.403297,1.563019,0.989176,1.075724,1.01634,5,0.979939,5,1.108295,Poor,1,2,1,2,1,2,1,1,1,Poor,-0.108
295,0.892604,0.548202,47.105244,6.933875,1.05838,0.124617,0.265686,0.594653,0.709594,827.868199,16.566887,7.148649,6.362832,28.317781,29.282,0.98634,0.959808,5,0.990702,1.042442,0.975985,2.418771,1.639922,0.999431,1.037418,1.004522,4.984413,1.042896,4.988784,1.434059,Poor,1,1,1,3,1,1,2,1,1,Poor,-0.434
296,1.040339,0.518804,80.763945,5.840829,1.376113,0.133553,0.279337,0.559241,0.732266,1198.718463,15.326195,8.627346,4.912718,23.065848,21.483,0.997924,1.019328,5,1.034565,0.970499,1.015055,2.458414,1.076511,0.961369,0.990466,0.99598,5,0.984956,5,1.00136,Poor,2,1,1,3,1,1,1,1,1,Poor,-0.001
297,0.888526,0.529423,50.710421,6.728269,1.134507,0.12783,0.27218,0.60449,0.742629,823.980892,14.518052,9.595431,4.747546,22.904512,19.275,1.048429,1.025067,4.959372,0.964693,1.034881,0.993101,2.953433,0.947763,0.972592,1.008801,0.963325,4.987305,1.020868,5,1.329555,Poor,2,2,1,2,2,1,2,2,1,Poor,-0.33
298,1.023117,0.589332,96.803938,5.451225,1.52086,0.132142,0.273717,0.504515,0.724238,1432.638932,14.264507,9.998302,7.31698,30.398171,49.991,0.986188,1.03688,5,1.045032,1.02981,0.982213,2.03522,0.989701,1.038264,1.074151,1.043664,5,1.374004,4.978065,0.881203,Poor,1,2,1,3,1,1,2,2,2,Below Average,1.119
299,1.205862,0.584335,87.292044,4.993094,1.61325,0.138411,0.25496,0.461806,0.755152,1301.85141,14.304251,5.12007,5.602913,24.686309,31.642,0.947412,0.950497,4.982693,1.031697,1.031691,0.927364,2.021356,0.996511,0.958316,1.087631,1.010558,5,1.102701,4.976755,1.418306,Poor,1,1,1,3,1,1,2,1,1,Poor,-0.418
300,0.856872,0.564886,151.69888,7.639515,2.102836,0.12899,0.256595,0.561726,0.810223,1154.687814,13.717235,4.756916,4.088415,20.078464,69.017,0.986789,1.041056,4.941808,0.989811,0.980615,0.990051,2.44427,1.02377,1.034575,0.968732,1.030495,4.541436,0.969493,4.911413,1.197082,Poor,2,1,1,3,2,1,2,3,2,Below Average,0.803
301,0.85972,0.608992,57.182842,7.455831,1.619742,0.124838,0.27012,0.593047,0.736649,933.170383,18.588343,5.799681,5.745031,27.392212,30.562,1.014335,1.011256,5,1.06528,0.942984,0.978253,3.007009,1.038084,0.941271,1.01388,0.991641,4.978716,1.045926,4.999337,1.608921,Poor,1,2,1,3,1,2,2,2,2,Below Average,0.391
302,1.046553,0.539622,50.872811,7.553145,0.99984,0.125265,0.287203,0.630131,0.731221,813.639883,16.107059,10.382062,4.280594,21.617487,19.082,1.045526,1.059435,4.971997,0.949572,0.994915,0.979454,3.036828,0.930507,1.01689,0.982385,0.981298,4.977922,0.966478,4.99344,0.708774,Poor,2,1,2,2,1,1,2,2,1,Poor,0.291
303,0.813241,0.538172,65.912622,8.254634,2.884637,0.123696,0.26288,0.604635,0.679954,668.457582,14.371694,6.184922,4.221369,19.977368,31.148,0.9684,0.980771,5,0.954244,1.0244,0.942364,2.572044,2.052792,1.606746,1.010891,1.025204,3.84651,1.02512,5,0.97489,Poor,1,1,2,3,2,1,2,2,2,Below Average,1.025
304,0.863827,0.57993,140.759798,8.084609,2.219188,0.122307,0.247861,0.648243,0.79823,668.349703,15.937863,6.447792,3.758325,19.699575,57.541,0.905467,0.953272,4.998403,0.983461,0.961979,1.024799,2.960865,1.008694,1.004972,1.002308,0.966833,4.457386,1.049077,5,0.972234,Poor,1,2,1,2,3,1,2,2,1,Poor,0.028
305,0.74802,0.613041,183.073865,5.795179,2.391242,0.106258,0.254087,0.646387,0.727774,926.730775,12.918321,5.07023,5.957854,24.810616,38.479,0.964798,1.011503,5,0.960713,1.069104,0.997375,3.005979,1.072735,0.968359,0.980494,0.986179,4.945094,1.011034,5,1.181443,Poor,2,1,1,2,1,2,2,2,2,Below Average,0.819
306,0.822861,0.575458,168.062489,7.515813,2.745437,0.124148,0.269602,0.60117,0.805876,923.96543,19.454066,5.974062,5.013239,23.971212,66.356,0.984548,1.020204,4.977394,0.981959,0.927087,1.004327,2.940083,0.947613,1.003475,0.995146,1.041084,4.401119,1.01684,5,0.766538,Poor,2,1,2,2,1,1,3,2,1,Poor,0.233
307,0.77384,0.589209,31.49954,8.171771,0.894055,0.129824,0.271015,0.560598,0.676404,895.982614,11.591524,5.133319,5.583183,22.82292,22.883,1.017163,0.967997,4.954382,0.975687,0.963443,1.003377,2.629894,1.353438,1.056754,1.041003,0.980057,5,1.027017,4.966342,0.99804,Poor,2,2,1,3,1,1,3,2,1,Poor,0.002
308,0.856313,0.580809,54.266342,9.745891,2.830534,0.123525,0.236365,0.642656,0.700152,473.532506,14.061002,6.362196,2.737206,16.01525,25.013,1.015605,1.047375,5,0.956913,0.99471,1.036655,3.001858,1.672298,1.669191,0.984296,0.9572,3.772994,1.017153,5,0.833577,Poor,2,1,1,2,1,1,2,1,1,Poor,0.166
309,0.877157,0.608937,29.610067,7.992164,1.091666,0.130694,0.245789,0.618638,0.778699,684.391273,15.113176,6.234316,5.45914,24.740613,20.591,1.046298,1.045238,4.974765,1.034037,1.007704,0.970814,2.981426,0.976172,0.948517,0.962099,0.979269,5,1.076419,5,0.859379,Poor,1,1,1,2,2,2,2,2,1,Poor,0.141
310,0.768935,0.578338,199.183799,4.89882,2.559492,0.105299,0.245597,0.695433,0.7756,565.372815,15.827059,5.61048,5.65401,25.773046,43.806,0.964557,0.976401,4.992925,0.883683,1.021421,1.047722,3.023562,1.027782,1.002414,1.086175,0.954428,4.973659,1.019655,4.984113,0.739203,Poor,1,1,1,3,1,1,3,1,1,Poor,0.261
311,0.774201,0.56007,81.495906,7.601338,1.783828,0.112586,0.240431,0.633724,0.785678,979.923106,16.792497,5.426875,6.509041,27.865635,55.926,1.002137,1.029876,5,0.990941,0.989755,0.991273,2.970513,0.94936,1.002876,1.005702,1.003934,5,0.9631,5,0.937907,Poor,1,1,1,3,2,1,2,1,2,Below Average,1.062
312,1.124994,0.573801,57.130255,6.635284,1.265933,0.125045,0.240348,0.534182,0.745512,976.624182,15.512456,5.193086,5.050047,23.597134,29.176,0.981314,1.037906,5,1.04716,0.96307,1.049213,2.58201,1.079121,1.001277,1.012237,1.000947,4.940949,1.067855,5,1.494925,Poor,1,1,1,3,2,2,2,2,1,Poor,-0.495
313,0.779535,0.488803,69.883688,8.838733,1.700772,0.128749,0.248219,0.623445,0.781891,760.93938,16.520213,5.581438,5.006782,24.130032,44.476,1.005082,0.965871,5,1.022824,0.977428,1.024366,3.014115,0.935921,1.001786,1.038296,1.137687,4.975397,1.010518,4.935902,0.848824,Poor,1,1,1,2,2,1,2,2,1,Poor,0.151
314,0.949677,0.566956,37.684434,7.773142,1.044358,0.1188,0.256566,0.598626,0.717208,718.47119,16.886992,7.602051,5.556033,26.805717,25.361,0.996197,0.997767,5,1.008979,1.076783,0.927347,2.673892,1.306127,1.017136,0.958517,0.976932,4.97393,0.969586,4.98798,0.916334,Poor,1,1,1,2,1,1,2,2,2,Below Average,1.084
315,1.154487,0.584189,87.343601,5.179927,1.588599,0.132138,0.256274,0.475163,0.737868,1348.536985,14.480805,5.183178,5.686732,24.62028,30.725,0.956836,1.053334,4.957393,1.013279,1.010455,0.986072,2.012062,0.968138,0.984728,0.947794,1.017186,5,1.037589,5,0.938669,Poor,1,1,2,3,1,2,2,1,1,Poor,0.061
316,0.986903,0.580477,86.58834,6.33373,1.84866,0.123948,0.250336,0.547594,0.742715,1335.040255,19.479318,5.665204,6.444361,29.698343,30.509,1.040587,0.967522,4.9583,0.995944,1.073106,1.014467,2.430044,1.035427,0.9751,1.059901,1.062825,5,0.968469,5,1.177985,Poor,1,1,1,3,1,1,2,2,1,Poor,-0.178
317,0.897597,0.585245,66.550849,7.745849,1.256976,0.132857,0.256475,0.542655,0.77902,1206.624871,13.576134,4.73388,5.34822,23.331548,42.888,1.017362,1.02026,5,0.967606,0.950957,0.947276,2.392387,0.884129,1.007516,0.963024,0.95573,4.987284,1.040322,4.975352,1.110495,Poor,2,1,2,3,1,1,1,1,2,Below Average,0.89
318,0.939573,0.568288,85.448958,5.311669,1.233724,0.112977,0.27458,0.606525,0.769039,830.668241,17.326889,6.126111,5.275903,24.979372,31.363,0.999362,1.040732,4.941267,0.953201,1.060486,1.014023,2.563722,0.939438,0.960208,0.971367,0.916153,5,1.010952,5,0.825648,Poor,1,2,1,3,1,1,1,1,2,Below Average,1.174
319,0.842327,0.595805,68.242166,7.543794,1.200249,0.122529,0.260121,0.556,0.760348,1479.75472,13.979158,5.147036,6.132337,25.995946,37.648,0.923606,0.953772,5,0.923468,1.065163,0.921903,2.490404,1.068075,0.98537,1.01126,0.993076,5,1.053521,5,0.296671,Poor,1,1,1,3,1,1,2,2,1,Poor,0.703
320,0.982431,0.564089,70.112106,6.132281,1.428576,0.129707,0.25574,0.587351,0.738465,941.185638,15.576793,4.898081,4.68716,22.094246,44.473,0.996277,1.053205,5,1.092101,0.950147,1.009393,2.45305,1.020304,0.991468,0.999137,0.970521,5,0.997321,5,0.891511,Poor,1,1,2,3,1,2,1,2,1,Poor,0.108
321,0.839903,0.555054,39.487982,7.818397,0.848489,0.123186,0.280727,0.519876,0.680406,1210.337011,11.646759,5.175709,5.7582,23.22452,23.505,1.012661,0.949001,5,0.971437,0.931656,1.021597,2.007879,1.64826,0.998686,1.018769,0.954358,5,1.008388,5,0.714225,Poor,2,1,1,2,2,1,1,2,1,Poor,0.286
322,1.004486,0.584347,64.690685,5.280287,1.070772,0.119175,0.273811,0.571055,0.749077,982.580425,15.047307,5.428926,4.589954,22.270547,24.568,1.017172,0.960489,5,0.98663,1.000761,1.017126,2.354828,1.025091,0.949901,0.98207,1.002228,5,1.054964,5,1.367769,Poor,1,1,1,2,2,1,2,1,1,Poor,-0.368
323,0.962347,0.563877,87.522835,7.96211,1.253502,0.131585,0.247035,0.508614,0.775355,1444.633184,13.532931,4.525062,4.746903,21.276537,53.722,0.96424,0.936715,4.942351,1.034591,1.001998,1.014048,1.963091,1.031681,1.059556,0.986934,1.048048,4.979694,1.003037,5,1.337314,Poor,2,1,1,3,1,1,1,2,1,Poor,-0.337
324,0.833558,0.582817,167.686341,6.206112,2.695846,0.106006,0.252709,0.634541,0.738648,882.913739,18.480724,5.776013,6.104753,27.894233,40.917,0.979682,0.970964,4.980255,0.989592,0.928156,1.043562,3.026517,0.925342,0.974672,0.911403,0.988984,5,1.00482,4.940517,1.118072,Poor,1,1,1,3,1,2,2,2,1,Poor,-0.118
325,0.747374,0.553855,243.062193,7.471383,3.321269,0.127579,0.255733,0.662159,0.845225,750.013809,14.993638,5.371125,3.050562,17.224876,90.8,0.955479,0.959107,4.967262,1.023249,1.044383,0.957771,3.043262,1.013844,0.995501,1.03835,0.962729,4.060507,0.971246,5,0.659087,Poor,1,1,1,3,1,1,2,2,1,Poor,0.341
326,0.991977,0.577942,58.814828,7.918159,1.117228,0.124547,0.246751,0.589264,0.713622,904.923098,14.952946,11.19608,6.656266,28.449499,48.023,1.025204,0.942785,5,0.948729,0.992115,1.037622,2.632267,1.004199,1.013126,1.012608,1.002658,4.982961,1.460642,4.969749,0.481456,Poor,1,1,1,2,2,2,2,2,1,Poor,0.519
327,0.945118,0.558609,84.347576,5.715351,1.280842,0.125318,0.293271,0.52702,0.690274,1187.796019,14.299304,11.675728,8.573709,32.793471,60.125,1.036,0.954839,4.986102,0.971541,0.993216,1.004335,2.012932,1.394642,1.087952,1.004922,0.967402,4.956657,1.568726,5,0.766665,Poor,1,1,1,2,1,1,2,2,2,Below Average,1.233
328,1.073727,0.539446,93.362678,6.208226,1.91158,0.111315,0.226259,0.546743,0.743918,846.774459,16.705192,5.121433,5.437197,24.904214,59.88,1.018253,1.109902,5,0.949532,0.938528,0.995589,2.540022,1.026286,0.978907,1.040066,1.055094,5,0.957343,5,0.766018,Poor,1,2,2,2,1,1,2,1,1,Poor,0.234
329,0.79006,0.502811,87.331942,6.437549,1.799174,0.097868,0.244883,0.615585,0.728373,767.142419,17.727771,6.166785,6.765553,30.651651,59.91,0.992426,1.023213,4.971958,0.957244,0.987742,1.043429,2.497122,1.435026,0.917687,0.967988,1.081038,4.971926,0.983976,4.9766,1.56275,Poor,1,2,1,3,1,1,2,2,2,Below Average,0.437
330,0.930933,0.551855,41.000313,7.413328,0.960037,0.136446,0.275888,0.536411,0.746889,1105.729175,12.999435,5.003157,3.980986,19.624882,16.805,1.101381,0.935062,5,1.091878,0.926718,1.049527,2.523905,1.006958,1.014874,0.941693,1.102029,4.994635,1.012746,4.973816,1.049907,Poor,1,1,2,2,2,1,2,2,1,Poor,-0.05
331,0.909818,0.591122,56.281348,8.119293,1.097449,0.122833,0.248903,0.586164,0.763305,1037.971742,15.206595,5.278319,4.792407,22.95273,35.032,1.065039,1.001686,5,1.080978,0.992918,1.017223,2.551374,0.999283,1.011222,1.00488,1.04184,4.985957,0.951649,4.993803,1.17036,Poor,2,1,1,3,2,1,2,3,1,Poor,-0.17
332,0.996982,0.600514,32.413922,8.112116,0.883719,0.123519,0.253058,0.625327,0.726614,795.382727,15.34272,6.555,4.222495,20.590679,16.924,1.040399,1.007439,4.944616,0.98958,0.993021,1.059188,2.696636,1.01894,1.005923,0.980698,1.007043,4.998929,1.062222,5,1.29163,Poor,1,1,1,3,2,1,2,1,1,Poor,-0.292
333,0.908093,0.614817,160.463308,6.745085,2.213533,0.10851,0.250065,0.66204,0.728169,648.613478,14.185657,5.419088,5.26831,23.252803,35.019,0.996812,1.010885,4.972713,1.000625,1.032721,0.98538,3.059687,1.001027,1.063327,0.958048,0.988926,4.980146,1.040425,5,0.865423,Poor,1,1,1,2,1,2,1,2,1,Poor,0.135
334,1.035373,0.525396,95.364252,6.416555,2.019341,0.118202,0.222435,0.587419,0.758378,799.988123,17.61045,5.331828,5.721769,26.062102,64.552,0.979077,0.973157,5,0.940776,0.943106,1.061299,2.621167,1.016573,1.036934,1.030972,0.992525,4.941255,1.051324,5,1.035453,Poor,1,2,1,2,1,1,3,1,1,Poor,-0.035
335,0.912315,0.607295,53.041221,7.888688,1.412702,0.113503,0.244583,0.600452,0.736591,919.073272,19.771055,6.09852,5.628911,26.858397,27.835,0.986523,1.005269,4.996453,0.994783,1.033028,0.964082,2.99743,0.935888,1.016255,1.098559,1.033823,4.965378,0.978996,4.948616,1.182507,Poor,1,1,1,2,1,1,2,1,1,Poor,-0.183
336,0.875105,0.591092,61.453766,7.543591,1.119087,0.135304,0.263135,0.532935,0.726822,1118.624418,12.753745,4.862234,4.703275,21.219308,38.478,1.046826,0.962926,4.987826,1.006634,0.98521,0.95099,2.468814,1.039986,1.024684,0.954685,1.102831,4.999773,0.992429,4.991123,0.488522,Poor,1,1,2,3,1,1,1,2,1,Poor,0.511
337,0.79468,0.557528,108.756016,5.16152,1.569557,0.095105,0.253552,0.683345,0.766943,515.241719,21.143698,6.68243,6.182347,29.512108,43.157,1.048013,1.033715,5,1.000517,0.952096,0.946577,2.963016,0.988574,1.066935,1.052817,0.925786,5,0.99807,4.959007,1.182672,Poor,2,1,1,3,1,1,2,1,1,Poor,-0.183
338,0.9064,0.636757,32.715478,8.141123,1.137169,0.131656,0.253363,0.598366,0.764483,748.379288,14.764361,5.631627,5.74668,25.272084,21.912,0.949414,0.951599,5,1.061996,0.968102,1.051856,2.967174,1.033928,1.065214,1.046593,1.035468,4.972303,0.97819,5,0.656838,Poor,1,1,2,2,1,2,2,2,1,Poor,0.343
339,1.179099,0.580259,92.805936,5.215081,1.466983,0.125162,0.257904,0.441316,0.723636,1222.529472,13.150669,10.020856,6.891239,28.738377,59.473,0.986478,0.940585,5,0.989859,0.973216,0.894595,2.021919,1.044965,0.958918,0.952278,1.003478,4.9487,1.386368,4.95245,0.58251,Poor,1,1,1,3,2,1,1,2,2,Below Average,1.417
340,0.864958,0.60921,69.944465,6.527236,1.3403,0.123624,0.267623,0.573732,0.768487,1463.744761,14.684452,5.372262,6.817897,27.983032,24.563,0.990355,0.947087,5,0.976821,0.954135,1.00928,2.670226,0.963352,1.030752,1.017906,0.940915,4.995646,0.98838,4.969449,1.097509,Poor,1,1,1,2,2,2,2,2,2,Below Average,0.902
341,0.849213,0.598569,73.768526,7.352341,1.732628,0.119435,0.251093,0.588111,0.732218,1256.63156,20.213167,6.090931,6.959081,32.525228,32.963,1.026688,1.054412,5,1.022804,0.961221,0.996618,2.954046,1.022153,1.036249,1.038633,0.998871,5,0.994187,4.977541,1.20138,Poor,2,1,1,2,2,1,2,2,1,Poor,-0.201
342,0.84568,0.532611,92.164205,7.464352,2.237205,0.106097,0.234754,0.641708,0.77467,857.077555,21.837136,6.211338,6.449798,31.070268,59.712,1.034976,0.98199,5,1.000821,0.950819,1.074506,2.998423,1.005282,0.999371,0.978814,0.962064,5,0.968846,4.926823,0.892146,Poor,1,1,1,3,1,1,2,1,1,Poor,0.108
343,0.895466,0.642436,33.513837,7.789489,1.106024,0.123481,0.254202,0.595351,0.754727,749.963176,14.862216,5.731399,5.742867,25.895236,21.812,0.945047,0.988365,5,1.054666,1.01395,1.059212,3.013912,0.976699,1.039009,0.927702,0.997684,4.957304,1.006303,4.985865,0.93763,Poor,1,2,1,3,1,1,2,2,2,Below Average,1.062
344,1.010884,0.601088,65.41184,6.549287,1.63935,0.125849,0.259673,0.568785,0.728401,1180.405613,19.655803,5.859534,5.667668,27.28985,29.141,0.946943,0.995283,4.985205,1.017045,0.991722,1.007782,2.590774,1.058288,1.03522,0.962928,1.015308,4.975879,0.961608,4.978816,0.601522,Poor,2,1,1,3,1,1,2,2,1,Poor,0.398
345,0.874912,0.61822,69.512443,6.659649,1.303603,0.121845,0.264006,0.57131,0.747427,1456.269383,14.570839,5.459827,6.844352,27.356549,24.685,0.977615,1.062557,5,0.979084,0.950824,1.030069,2.614417,0.998133,1.013853,1.074626,1.008673,5,1.024014,4.925552,0.464573,Poor,1,2,1,2,1,1,2,2,2,Below Average,1.535
346,0.765324,0.582327,45.562711,8.25292,0.964229,0.109422,0.272099,0.57642,0.713072,1349.797774,12.768645,5.377037,7.064699,28.377521,25.393,0.948184,1.029781,5,1.035809,0.905593,1.016964,2.573644,1.470625,0.938447,0.979609,0.975086,4.961683,1.046624,4.977571,0.532791,Poor,2,1,1,2,1,1,1,1,1,Poor,0.467
347,0.841951,0.601165,65.924113,7.439444,1.214546,0.124065,0.259713,0.555392,0.747318,1450.417577,13.36994,5.132752,6.267722,26.74091,35.109,1.00333,0.972533,5,1.007096,1.039175,0.969211,2.604467,0.98132,0.934215,1.052705,0.933265,4.957883,1.031444,5,1.140681,Poor,1,1,1,3,1,2,2,1,1,Poor,-0.141
348,0.909662,0.54171,79.663576,5.69155,1.264098,0.125713,0.298955,0.518868,0.714758,1143.772512,14.730001,10.48916,8.387843,34.167952,55.182,1.014781,1.026247,5,1.031684,0.979252,0.956749,2.008342,1.711961,1.032307,0.971999,1.055756,4.92542,1.38553,5,0.826081,Poor,1,2,1,3,1,1,1,2,2,Below Average,1.174
349,0.768525,0.556018,65.624083,7.26544,1.748664,0.127327,0.228084,0.621097,0.802476,643.89347,16.700443,5.318336,5.980299,27.170919,51.284,1.05084,1.02675,5,1.024983,0.95879,1.048421,3.021307,1.019592,1.02394,0.940812,0.954643,5,1.005797,5,0.942546,Poor,1,2,1,2,1,1,2,2,1,Poor,0.057
350,0.965198,0.596965,56.179882,8.363663,1.573494,0.117804,0.249749,0.640046,0.72693,850.395096,21.172793,7.102115,5.707542,27.988266,29.135,1.022414,1.08031,4.996352,1.036063,1.066156,0.942643,2.957864,1.010857,0.977097,0.983141,0.973563,4.994083,0.963839,4.94881,1.030486,Poor,1,1,2,2,1,1,2,1,2,Below Average,0.97
