theme,type,grammar_focus,text
විස්තර කිරීම,clean_sentence,නාමපද හා විශේෂණ,වත්ත සිත්ගන්නාසුලුය.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පුස්තකාලයේදී මිතුරා චිත්‍රය ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී මම මල් පැළය ඉගෙන ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද පන්ති කාමරයේදී මිතුරා කතා පොත ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පාසලේදී ළමයි මල් පැළය අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට ක්‍රීඩා පිටියේදී මිතුරා චිත්‍රය ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී ළමයි සටහන ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී ළමයා පුවත්පත ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පාසලේදී මිතුරා පුවත්පත කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන ක්‍රීඩා පිටියේදී අපි පින්තූරය ලියමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පුස්තකාලයේදී ළමයි පින්තූරය ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පුස්තකාලයේදී මිතුරෝ මල් පැළය අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී මිතුරෝ ලිපිය අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මිතුරා පුවත්පත කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස වත්තේදී ළමයි ලිපිය ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී ළමයා කතා පොත රැකබලා ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස නිවසේදී මිතුරෝ පාසල් පොත ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මිතුරා ගස ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී මම ලිපිය සෙල්ලම් කරමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මිතුරෝ චිත්‍රය සෙල්ලම් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් නිවසේදී අපි චිත්‍රය සෙල්ලම් කරමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පන්ති කාමරයේදී මිතුරා පාසල් පොත ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී අපි සටහන කියවමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන නිවසේදී මම පුවත්පත ලියමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී ළමයා සටහන ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී ළමයා කතා පොත ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පන්ති කාමරයේදී මිතුරෝ පින්තූරය ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී ළමයා මල් පැළය අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස වත්තේදී ළමයි පින්තූරය අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට වත්තේදී මම චිත්‍රය කියවමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද පාසලේදී මිතුරෝ කවිය උදව් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මම ගස කියවමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී ළමයා ගස රැකබලා ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ පුස්තකාලයේදී මිතුරෝ සටහන ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පාසලේදී මිතුරෝ ගස අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මිතුරා පින්තූරය සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මිතුරෝ චිත්‍රය කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී අපි කවිය සෙල්ලම් කරමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මිතුරෝ කවිය ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී ළමයා පුවත්පත අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මම පාසල් පොත ඉගෙන ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී අපි පුවත්පත කියවමු.
